Series Name,Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sri Lanka,LKA,24.50404604,27.85247496,30.11174803,32.74612381,35.62827143,39.34028368,43.77669905,49.91788825,58.06798986,61.48231952,78.04250615,81.14854275,89.63947766,95.24453134,97.07382525,100,105.4432217,111.2139661,115.9909465,120.4804081,124.4212043,134.9921774,200.9321801,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,St. Kitts and Nevis,KNA,78.8738645,81.50290541,84.3359634,85.74386036,89.03569547,87.58996431,100,106.3243771,107.8997013,111.1826468,111.7718356,118.0977343,117.2009929,117.521629,119.0124953,118.6472041,120.1719621,126.2353669,125.7851154,124.3622385,116.2079124,113.8918367,117.6822272,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,St. Lucia,LCA,61.67138264,61.10885284,61.36044438,64.56623142,65.02344739,69.50807327,73.1055425,75.73068949,77.64877634,77.89603841,82.12019992,83.2800697,84.95680456,90.05906698,93.64687221,96.64998891,96.45785855,99.86218547,100,102.8791711,103.7967768,113.0453719,116.5860624,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.96563574,..,..,..,..,104.7156422,..,107.4857199,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,St. Vincent and the Grenadines,VCT,72.17872622,76.59550838,76.75397306,75.08573257,77.89936482,80.16123862,83.12902657,89.21940161,91.23408487,90.19045157,95.22361754,94.91994515,95.95717512,98.10870893,97.77342484,97.05592015,96.4764011,98.47463486,100,102.3124706,101.4259102,100.9858448,104.6842236,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sudan,SDN,206.479813,250.1172382,277.1329894,304.291812,356.8551733,421.283244,453.5209091,522.939638,569.4342881,580.0379056,711.52913,898.8630095,1169.677788,1595.775372,2139.407937,2439.407644,2944.013452,3963.300703,6181.77117,9394.987414,20260.56422,67977.32193,147418.6444,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Suriname,SUR,12.53415154,17.48893026,24.03910868,29.16376063,32.90778318,38.0215908,52.86374637,56.26034847,64.99259773,69.20647355,74.18695492,84.45772847,93.52443504,93.88335018,95.37016874,99.99798458,124.0722469,158.9888172,167.9885283,176.6885006,256.5830763,412.307117,593.2648981,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sweden,SWE,78.2630781,80.20675962,81.44807103,82.83288325,83.10873489,83.67917916,85.14976851,87.55601006,90.38865299,92.52083553,93.39753097,94.41403178,95.35951469,96.24387472,97.92287923,100,101.5256099,103.6933358,106.1787825,108.8830239,111.0542014,113.9259357,120.7552995,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Switzerland,CHE,92.47584001,93.37690917,93.14396749,94.24284205,94.52239203,95.39638226,97.44765059,99.764041,101.2105478,101.6736305,101.9916012,101.9707409,102.0357169,101.9471064,101.2812656,100,99.41670841,99.05098494,99.80802092,99.70432522,99.00720492,100.2410248,102.744203,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Syrian Arab Republic,SYR,100,106.5541184,106.9740741,105.44366,116.3321638,130.2343797,142.0811582,157.3819696,182.4845921,177.4111134,189.6511764,211.6015511,267.1390344,352.0096236,482.5861292,667.004236,912.9356451,1252.738858,1417.94931,1699.147857,2529.230557,3750.537561,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Tajikistan,TJK,100,130.9477063,155.5916752,197.735966,232.2044661,254.2971529,307.8583353,391.7127982,502.0327834,562.9102903,633.0583003,717.4092392,802.5550666,831.711968,871.356861,931.1864097,936.2277576,1028.029267,1053.650085,1092.199813,1110.286218,1221.809018,1295.422577,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Tanzania,TZA,29.10382282,30.50545396,32.71192281,35.46583578,37.90787957,40.33004645,42.55227044,46.42426728,54.02891259,58.91402449,64.46886069,72.33304495,79.9163647,87.64122722,92.94426282,100.0000001,107.4720338,110.3434607,113.6621232,116.2540844,123.7211005,127.029778,130.4841906,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Thailand,THA,96.48746513,98.33764339,100,102.149549,105.7955314,111.1821703,116.8571454,119.7474173,125.8949867,126.1401951,131.2879628,136.2022001,138.8024968,141.2714405,143.3078194,144.3426646,148.1477792,150.9625055,153.119135,154.6724113,152.6895972,155.3003037,162.6379993,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Timor-Leste,TLS,44.06526223,49.27995784,51.93715175,55.4691075,49.65309903,50.5654634,51.76922404,56.15796787,60.23321899,61.29641113,68.01682641,75.88343032,80.55820407,93.96531922,93.28120367,99.99999373,100.2225195,100.070491,98.74775696,103.5608179,83.72706566,133.1486533,148.2682095,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Togo,TGO,50.5728683,51.39925602,53.98353637,52.42173491,51.42158641,54.44319995,54.16621297,80.29046331,87.57617966,90.30613056,90.22184244,92.76573305,94.38949752,95.97833318,96.43890995,98.56318069,100,99.11534057,99.56424182,99.57676376,102.5074855,105.0873673,110.3673419,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Tonga,TON,44.13139542,44.90738477,48.13598089,52.4407514,57.10336021,61.36011236,71.09380156,72.20217056,75.48325536,79.2380866,85.37159689,85.77873588,89.37635545,87.25681724,87.26709305,91.87773523,94.68456075,100,105.1398704,113.2395628,108.485688,106.3743267,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Trinidad and Tobago,TTO,55.95399192,57.51731715,54.53071037,60.24474436,65.59702282,74.33548148,75.62090004,85.263964,105.5504105,76.38494059,86.11129183,99.6563425,99.99999998,101.6537753,100.7225598,91.92585736,91.24419773,98.73867325,101.3918084,97.52648755,93.82841697,111.7434373,135.0022891,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Tunisia,TUN,53.64121997,55.74051076,57.01407153,58.54476039,60.50695212,63.03362326,65.45022294,66.84200659,71.08000654,73.2287871,80.15990978,83.82411069,87.73183212,91.6800016,95.9565624,100.0000184,104.934983,109.8814982,118.5894473,127.0505211,135.5570071,141.594292,152.317384,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Turkiye,TUR,23.32510064,35.68268313,49.09038739,60.52318565,68.04471125,72.86596219,79.69802518,84.63911003,94.83486722,100,107.0092836,115.7849513,124.37929,132.1904458,141.9586835,153.0952243,165.5425979,183.723184,214.0600696,243.7453534,279.7937695,360.8584643,707.4129139,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Turkmenistan,TKM,37.49436858,49.61062232,62.08923183,78.94914666,93.43454962,100,112.2499593,122.6547949,195.9292423,215.0539272,220.0132603,248.3013649,268.8360965,271.9342869,273.7540194,259.6466596,247.0132843,243.2032459,246.1481355,256.9361985,269.4202749,281.3924105,312.8489154,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,99.24948992,100,102.6246755,105.2690866,105.9250902,108.2389217,109.9186484,113.3237782,115.7368096,122.0562594,126.5353882,129.8715378,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Tuvalu,TUV,61.9047619,64.28571429,67.39130435,68.18181818,72.09302326,73.17073171,76.19047619,75.55555556,79.16666667,80,79.54545455,80.85106383,82.60869565,83.33333333,89.58333333,92.45283019,100,102.9699622,110.4822322,117.5959001,118.6434741,124.2016429,131.0917819,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Uganda,UGA,24.71272173,25.83331412,25.01451268,26.96733086,31.17087704,30.62813432,31.36493091,33.66123507,35.80352916,66.36301395,70.10430294,76.68825756,79.6311354,82.48742924,86.69949088,91.19733897,95.55748401,100,104.4433853,107.5766992,110.5043823,113.3168507,118.894631,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Ukraine,UKR,9.859489739,10.86524799,11.43608001,12.36976044,14.26366184,17.70064215,20.32962923,24.97339308,32.22070032,36.29015189,41.25218717,47.10253468,50.8625233,53.05408436,61.4906056,85.39918595,100,122.0983175,140.899664,152.5185691,168.2202708,209.9468898,282.002157,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United Arab Emirates,ARE,50.80963223,49.61595765,51.4868958,53.58365164,58.13902402,67.74725758,75.85128567,85.35845598,101.17824,85.81636818,100,113.1672194,118.4631342,117.3385336,116.5546543,97.59470167,92.19822352,96.79542346,104.4778323,101.1403826,88.97187441,101.2889364,114.7011485,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United Kingdom,GBR,73.37261036,74.47712393,76.05807829,77.87797784,79.91845592,82.26432485,84.55689473,86.46155179,89.40408055,91.09481179,92.53751797,94.56333517,96.01847921,98.05125184,99.34334987,100,101.9647983,103.8578166,105.8540183,108.0936064,113.5886783,113.4518867,119.2979516,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United States,USA,74.5290394,76.20814315,77.39587098,78.92335536,81.04198026,83.58331418,86.16234666,88.49090697,90.18810326,90.76616817,91.85698838,93.76551372,95.51948723,97.19198548,99.00937003,100,101.0022355,102.9208842,105.3951625,107.2858785,108.6858649,113.568895,121.5649664,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Uruguay,URY,25.77740845,27.02158557,30.43070356,35.46443952,39.04814099,39.31283599,42.22764656,46.58341486,50.73045147,55.10193228,58.26856153,64.02282685,70.04923951,76.35314336,84.15693595,92.45095571,99.99999999,105.6801839,113.3970592,122.906364,135.1447801,152.2823309,159.0026591,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Uzbekistan,UZB,7.977562568,11.58657009,16.85650454,21.36817887,24.76962418,30.07796929,37.1360079,45.26771666,57.39565544,67.30304389,100,121.6265099,140.3555265,157.1811947,179.2257278,198.0456829,215.7318922,256.8543058,326.0056375,384.0830564,428.0314714,486.0036307,553.3070055,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Vanuatu,VUT,87.36874037,90.53577468,93.13815421,93.88208849,95.86945795,96.2716705,100,105.7769601,113.3554251,116.2513324,117.9622135,121.2497141,120.6870721,124.3163571,126.0466055,133.4377513,135.5420434,142.8126364,147.3921311,152.2256538,156.4656586,157.5595952,177.1648847,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,"Venezuela, RB",VEN,194.219206,209.7507295,279.016453,376.4873792,504.318866,653.6177225,770.643502,889.696192,1157.783478,1248.457217,1822.03927,2334.928584,2663.206235,3608.71568,5068.097987,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Viet Nam,VNM,30.56193357,31.36334839,32.8370896,35.17167613,38.13781336,45.31173421,49.19447314,53.93201189,66.16018746,70.27245539,100,121.4136793,132.4352011,137.783628,142.8790567,140.4265209,142.9816319,149.2198064,154.6314825,158.3785542,160.7027249,165.1674601,171.5437132,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Virgin Islands (U.S.),VIR,..,..,68.00083385,72.0594391,76.9402229,86.7045232,84.82784714,87.01345944,76.262354,80.81954598,82.69267546,87.97916667,100,97.54697286,94.7130712,97.7321238,99.73739496,100.3703704,101.8431983,103.9344262,107.7140653,111.1,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,West Bank and Gaza,PSE,60.59811276,62.01895019,62.94170645,61.60380858,58.61283011,58.64578208,61.80862129,64.75703723,75.77114428,77.17498163,87.35923627,92.09395376,94.73496341,100.1712075,103.8497227,100,101.2780225,104.544659,104.2289417,108.2412029,110.6451337,120.5522677,122.4140913,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,"Yemen, Rep.",YEM,607.0428296,623.7255834,678.0638108,751.9208457,858.0418407,1017.065769,1155.271249,1281.060445,1542.111692,1407.866705,1740.352617,2055.594289,2176.733727,2377.188201,2547.473899,3731.444269,3736.459735,4429.706264,5087.679982,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Zambia,ZMB,23.62838786,29.61375586,35.35613654,41.58154736,49.78010754,58.06859455,66.51307629,75.13996245,83.13503841,87.75708522,100,111.1123073,118.8812979,130.4498866,137.5408581,146.7001056,166.581615,183.3992448,196.99201,212.0293369,241.1695934,302.2583826,320.7009641,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Zimbabwe,ZWE,3.277010571,3.272721285,3.361508587,3.657364222,3.935745389,4.13790893,4.054419223,4.090701686,4.145894355,8.101436591,8.310092008,8.490567348,8.902864673,9.62320794,9.683350534,9.718929067,9.914677505,10.21775978,30.73191294,100,704.9458642,1503.614144,5481.885589,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,